country,latitude,longitude,date,cases,deaths,recovered,active,who_region,mortality_rate,recovery_rate,days_since_start
China,27.6104,111.7088,2020-01-23,9,0,0,9,Western Pacific,0.0,0.0,1
China,32.9711,119.455,2020-01-23,5,0,0,5,Western Pacific,0.0,0.0,1
China,27.614,115.7221,2020-01-23,7,0,0,7,Western Pacific,0.0,0.0,1
China,43.6661,126.1923,2020-01-23,1,0,0,1,Western Pacific,0.0,0.0,1
China,41.2956,122.6085,2020-01-23,3,0,0,3,Western Pacific,0.0,0.0,1
China,22.1667,113.55,2020-01-23,2,0,0,2,Western Pacific,0.0,0.0,1
China,37.2692,106.1655,2020-01-23,1,0,0,1,Western Pacific,0.0,0.0,1
China,35.1917,108.8701,2020-01-23,3,0,0,3,Western Pacific,0.0,0.0,1
China,36.3427,118.1498,2020-01-23,6,0,0,6,Western Pacific,0.0,0.0,1
China,31.202,121.4491,2020-01-23,16,0,0,16,Western Pacific,0.0,0.0,1
China,37.5777,112.2922,2020-01-23,1,0,0,1,Western Pacific,0.0,0.0,1
China,30.6171,102.7103,2020-01-23,8,0,0,8,Western Pacific,0.0,0.0,1
China,39.3054,117.323,2020-01-23,4,0,0,4,Western Pacific,0.0,0.0,1
China,41.1129,85.2401,2020-01-23,2,0,0,2,Western Pacific,0.0,0.0,1
China,24.974,101.487,2020-01-23,2,0,0,2,Western Pacific,0.0,0.0,1
China,29.1832,120.0934,2020-01-23,27,0,0,27,Western Pacific,0.0,0.0,1
Japan,36.204824,138.252924,2020-01-23,2,0,0,2,Western Pacific,0.0,0.0,1
South Korea,35.90775700000001,127.766922,2020-01-23,1,0,0,1,Western Pacific,0.0,0.0,1
Singapore,1.2833,103.8333,2020-01-23,1,0,0,1,Western Pacific,0.0,0.0,1
Taiwan*,23.7,121.0,2020-01-23,1,0,0,1,Western Pacific,0.0,0.0,1
Thailand,15.870032,100.992541,2020-01-23,3,0,0,3,South-East Asia,0.0,0.0,1
US,40.0,-100.0,2020-01-23,1,0,0,1,Americas,0.0,0.0,1
Vietnam,14.058324,108.277199,2020-01-23,2,0,0,2,Western Pacific,0.0,0.0,1
China,31.8257,117.2264,2020-01-24,15,0,0,15,Western Pacific,0.0,0.0,2
China,40.1824,116.4142,2020-01-24,36,0,1,35,Western Pacific,0.0,2.7777777777777777,2
China,30.0572,107.874,2020-01-24,27,0,0,27,Western Pacific,0.0,0.0,2
China,26.0789,117.9874,2020-01-24,10,0,0,10,Western Pacific,0.0,0.0,2
China,35.7518,104.2861,2020-01-24,2,0,0,2,Western Pacific,0.0,0.0,2
China,23.3417,113.4244,2020-01-24,53,0,2,51,Western Pacific,0.0,3.7735849056603774,2
China,23.8298,108.7881,2020-01-24,23,0,0,23,Western Pacific,0.0,0.0,2
China,26.8154,106.8748,2020-01-24,3,0,0,3,Western Pacific,0.0,0.0,2
China,19.1959,109.7453,2020-01-24,8,0,0,8,Western Pacific,0.0,0.0,2
China,39.549,116.1306,2020-01-24,2,1,0,1,Western Pacific,50.0,0.0,2
China,47.862,127.7615,2020-01-24,4,1,0,3,Western Pacific,25.0,0.0,2
China,37.8957,114.9042,2020-01-24,9,0,0,9,Western Pacific,0.0,0.0,2
China,22.3,114.2,2020-01-24,2,0,0,2,Western Pacific,0.0,0.0,2
China,30.9756,112.2707,2020-01-24,549,24,31,494,Western Pacific,4.371584699453552,5.646630236794172,2
China,27.6104,111.7088,2020-01-24,24,0,0,24,Western Pacific,0.0,0.0,2
China,44.0935,113.9448,2020-01-24,1,0,0,1,Western Pacific,0.0,0.0,2
China,32.9711,119.455,2020-01-24,9,0,0,9,Western Pacific,0.0,0.0,2
China,27.614,115.7221,2020-01-24,18,0,0,18,Western Pacific,0.0,0.0,2
China,43.6661,126.1923,2020-01-24,3,0,0,3,Western Pacific,0.0,0.0,2
China,41.2956,122.6085,2020-01-24,4,0,0,4,Western Pacific,0.0,0.0,2
China,22.1667,113.55,2020-01-24,2,0,0,2,Western Pacific,0.0,0.0,2
China,37.2692,106.1655,2020-01-24,2,0,0,2,Western Pacific,0.0,0.0,2
China,35.1917,108.8701,2020-01-24,5,0,0,5,Western Pacific,0.0,0.0,2
China,36.3427,118.1498,2020-01-24,15,0,0,15,Western Pacific,0.0,0.0,2
China,31.202,121.4491,2020-01-24,20,0,1,19,Western Pacific,0.0,5.0,2
China,37.5777,112.2922,2020-01-24,1,0,0,1,Western Pacific,0.0,0.0,2
China,30.6171,102.7103,2020-01-24,15,0,0,15,Western Pacific,0.0,0.0,2
China,39.3054,117.323,2020-01-24,8,0,0,8,Western Pacific,0.0,0.0,2
China,41.1129,85.2401,2020-01-24,2,0,0,2,Western Pacific,0.0,0.0,2
China,24.974,101.487,2020-01-24,5,0,0,5,Western Pacific,0.0,0.0,2
China,29.1832,120.0934,2020-01-24,43,0,1,42,Western Pacific,0.0,2.3255813953488373,2
France,46.2276,2.2137,2020-01-24,2,0,0,2,Europe,0.0,0.0,2
Japan,36.204824,138.252924,2020-01-24,2,0,0,2,Western Pacific,0.0,0.0,2
South Korea,35.90775700000001,127.766922,2020-01-24,2,0,0,2,Western Pacific,0.0,0.0,2
Singapore,1.2833,103.8333,2020-01-24,3,0,0,3,Western Pacific,0.0,0.0,2
Taiwan*,23.7,121.0,2020-01-24,3,0,0,3,Western Pacific,0.0,0.0,2
Thailand,15.870032,100.992541,2020-01-24,5,0,0,5,South-East Asia,0.0,0.0,2
US,40.0,-100.0,2020-01-24,2,0,0,2,Americas,0.0,0.0,2
Vietnam,14.058324,108.277199,2020-01-24,2,0,0,2,Western Pacific,0.0,0.0,2
China,31.8257,117.2264,2020-01-25,39,0,0,39,Western Pacific,0.0,0.0,3
China,40.1824,116.4142,2020-01-25,41,0,2,39,Western Pacific,0.0,4.878048780487805,3
China,30.0572,107.874,2020-01-25,57,0,0,57,Western Pacific,0.0,0.0,3
China,26.0789,117.9874,2020-01-25,18,0,0,18,Western Pacific,0.0,0.0,3
China,35.7518,104.2861,2020-01-25,4,0,0,4,Western Pacific,0.0,0.0,3
China,23.3417,113.4244,2020-01-25,78,0,2,76,Western Pacific,0.0,2.564102564102564,3
China,23.8298,108.7881,2020-01-25,23,0,0,23,Western Pacific,0.0,0.0,3
China,26.8154,106.8748,2020-01-25,4,0,0,4,Western Pacific,0.0,0.0,3
China,19.1959,109.7453,2020-01-25,19,0,0,19,Western Pacific,0.0,0.0,3
China,39.549,116.1306,2020-01-25,8,1,0,7,Western Pacific,12.5,0.0,3
China,47.862,127.7615,2020-01-25,9,1,0,8,Western Pacific,11.11111111111111,0.0,3
China,37.8957,114.9042,2020-01-25,32,0,0,32,Western Pacific,0.0,0.0,3
China,22.3,114.2,2020-01-25,5,0,0,5,Western Pacific,0.0,0.0,3
China,30.9756,112.2707,2020-01-25,761,40,32,689,Western Pacific,5.256241787122208,4.204993429697766,3
China,27.6104,111.7088,2020-01-25,43,0,0,43,Western Pacific,0.0,0.0,3
China,44.0935,113.9448,2020-01-25,7,0,0,7,Western Pacific,0.0,0.0,3
China,32.9711,119.455,2020-01-25,18,0,1,17,Western Pacific,0.0,5.555555555555555,3
China,27.614,115.7221,2020-01-25,18,0,0,18,Western Pacific,0.0,0.0,3
China,43.6661,126.1923,2020-01-25,4,0,0,4,Western Pacific,0.0,0.0,3
China,41.2956,122.6085,2020-01-25,17,0,0,17,Western Pacific,0.0,0.0,3
China,22.1667,113.55,2020-01-25,2,0,0,2,Western Pacific,0.0,0.0,3
China,37.2692,106.1655,2020-01-25,3,0,0,3,Western Pacific,0.0,0.0,3
China,35.7452,95.9956,2020-01-25,1,0,0,1,Western Pacific,0.0,0.0,3
China,35.1917,108.8701,2020-01-25,15,0,0,15,Western Pacific,0.0,0.0,3
China,36.3427,118.1498,2020-01-25,27,0,0,27,Western Pacific,0.0,0.0,3
China,31.202,121.4491,2020-01-25,33,0,1,32,Western Pacific,0.0,3.0303030303030303,3
China,37.5777,112.2922,2020-01-25,6,0,0,6,Western Pacific,0.0,0.0,3
China,30.6171,102.7103,2020-01-25,28,0,0,28,Western Pacific,0.0,0.0,3
China,39.3054,117.323,2020-01-25,10,0,0,10,Western Pacific,0.0,0.0,3
China,41.1129,85.2401,2020-01-25,3,0,0,3,Western Pacific,0.0,0.0,3
China,24.974,101.487,2020-01-25,11,0,0,11,Western Pacific,0.0,0.0,3
China,29.1832,120.0934,2020-01-25,62,0,1,61,Western Pacific,0.0,1.6129032258064515,3
France,46.2276,2.2137,2020-01-25,3,0,0,3,Europe,0.0,0.0,3
Japan,36.204824,138.252924,2020-01-25,2,0,0,2,Western Pacific,0.0,0.0,3
South Korea,35.90775700000001,127.766922,2020-01-25,2,0,0,2,Western Pacific,0.0,0.0,3
Malaysia,4.210483999999999,101.975766,2020-01-25,3,0,0,3,Western Pacific,0.0,0.0,3
Nepal,28.1667,84.25,2020-01-25,1,0,0,1,South-East Asia,0.0,0.0,3
Singapore,1.2833,103.8333,2020-01-25,3,0,0,3,Western Pacific,0.0,0.0,3
Taiwan*,23.7,121.0,2020-01-25,3,0,0,3,Western Pacific,0.0,0.0,3
Thailand,15.870032,100.992541,2020-01-25,7,0,0,7,South-East Asia,0.0,0.0,3
US,40.0,-100.0,2020-01-25,2,0,0,2,Americas,0.0,0.0,3
Vietnam,14.058324,108.277199,2020-01-25,2,0,0,2,Western Pacific,0.0,0.0,3
Australia,-33.8688,151.2093,2020-01-26,3,0,0,3,Western Pacific,0.0,0.0,4
Australia,-37.8136,144.9631,2020-01-26,1,0,0,1,Western Pacific,0.0,0.0,4
Canada,51.2538,-85.3232,2020-01-26,1,0,0,1,Americas,0.0,0.0,4
China,31.8257,117.2264,2020-01-26,60,0,0,60,Western Pacific,0.0,0.0,4
China,40.1824,116.4142,2020-01-26,68,0,2,66,Western Pacific,0.0,2.941176470588235,4
China,30.0572,107.874,2020-01-26,75,0,0,75,Western Pacific,0.0,0.0,4
China,26.0789,117.9874,2020-01-26,35,0,0,35,Western Pacific,0.0,0.0,4
China,35.7518,104.2861,2020-01-26,7,0,0,7,Western Pacific,0.0,0.0,4
China,23.3417,113.4244,2020-01-26,111,0,2,109,Western Pacific,0.0,1.8018018018018018,4
China,23.8298,108.7881,2020-01-26,36,0,0,36,Western Pacific,0.0,0.0,4
China,26.8154,106.8748,2020-01-26,5,0,0,5,Western Pacific,0.0,0.0,4
China,19.1959,109.7453,2020-01-26,22,0,0,22,Western Pacific,0.0,0.0,4
China,39.549,116.1306,2020-01-26,13,1,0,12,Western Pacific,7.6923076923076925,0.0,4
China,47.862,127.7615,2020-01-26,15,1,0,14,Western Pacific,6.666666666666667,0.0,4
China,37.8957,114.9042,2020-01-26,83,1,0,82,Western Pacific,1.2048192771084338,0.0,4
China,22.3,114.2,2020-01-26,8,0,0,8,Western Pacific,0.0,0.0,4
China,30.9756,112.2707,2020-01-26,1058,52,42,964,Western Pacific,4.914933837429111,3.9697542533081283,4
China,27.6104,111.7088,2020-01-26,69,0,0,69,Western Pacific,0.0,0.0,4
China,44.0935,113.9448,2020-01-26,7,0,0,7,Western Pacific,0.0,0.0,4
China,32.9711,119.455,2020-01-26,33,0,1,32,Western Pacific,0.0,3.0303030303030303,4
China,27.614,115.7221,2020-01-26,36,0,0,36,Western Pacific,0.0,0.0,4
China,43.6661,126.1923,2020-01-26,4,0,0,4,Western Pacific,0.0,0.0,4
China,41.2956,122.6085,2020-01-26,21,0,0,21,Western Pacific,0.0,0.0,4
China,22.1667,113.55,2020-01-26,5,0,0,5,Western Pacific,0.0,0.0,4
China,37.2692,106.1655,2020-01-26,4,0,0,4,Western Pacific,0.0,0.0,4
China,35.7452,95.9956,2020-01-26,1,0,0,1,Western Pacific,0.0,0.0,4
China,35.1917,108.8701,2020-01-26,22,0,0,22,Western Pacific,0.0,0.0,4
China,36.3427,118.1498,2020-01-26,46,0,0,46,Western Pacific,0.0,0.0,4
China,31.202,121.4491,2020-01-26,40,1,1,38,Western Pacific,2.5,2.5,4
China,37.5777,112.2922,2020-01-26,9,0,0,9,Western Pacific,0.0,0.0,4
China,30.6171,102.7103,2020-01-26,44,0,0,44,Western Pacific,0.0,0.0,4
China,39.3054,117.323,2020-01-26,14,0,0,14,Western Pacific,0.0,0.0,4
China,41.1129,85.2401,2020-01-26,4,0,0,4,Western Pacific,0.0,0.0,4
China,24.974,101.487,2020-01-26,16,0,0,16,Western Pacific,0.0,0.0,4
China,29.1832,120.0934,2020-01-26,104,0,1,103,Western Pacific,0.0,0.9615384615384616,4
France,46.2276,2.2137,2020-01-26,3,0,0,3,Europe,0.0,0.0,4
Japan,36.204824,138.252924,2020-01-26,4,0,1,3,Western Pacific,0.0,25.0,4
South Korea,35.90775700000001,127.766922,2020-01-26,3,0,0,3,Western Pacific,0.0,0.0,4
Malaysia,4.210483999999999,101.975766,2020-01-26,4,0,0,4,Western Pacific,0.0,0.0,4
Nepal,28.1667,84.25,2020-01-26,1,0,0,1,South-East Asia,0.0,0.0,4
Singapore,1.2833,103.8333,2020-01-26,4,0,0,4,Western Pacific,0.0,0.0,4
Taiwan*,23.7,121.0,2020-01-26,4,0,0,4,Western Pacific,0.0,0.0,4
Thailand,15.870032,100.992541,2020-01-26,8,0,2,6,South-East Asia,0.0,25.0,4
US,40.0,-100.0,2020-01-26,5,0,0,5,Americas,0.0,0.0,4
Vietnam,14.058324,108.277199,2020-01-26,2,0,0,2,Western Pacific,0.0,0.0,4
Australia,-33.8688,151.2093,2020-01-27,4,0,0,4,Western Pacific,0.0,0.0,5
Australia,-37.8136,144.9631,2020-01-27,1,0,0,1,Western Pacific,0.0,0.0,5
Cambodia,11.55,104.9167,2020-01-27,1,0,0,1,Western Pacific,0.0,0.0,5
Canada,51.2538,-85.3232,2020-01-27,1,0,0,1,Americas,0.0,0.0,5
China,31.8257,117.2264,2020-01-27,70,0,0,70,Western Pacific,0.0,0.0,5
China,40.1824,116.4142,2020-01-27,80,1,2,77,Western Pacific,1.25,2.5,5
China,30.0572,107.874,2020-01-27,110,0,0,110,Western Pacific,0.0,0.0,5
China,26.0789,117.9874,2020-01-27,59,0,0,59,Western Pacific,0.0,0.0,5
China,35.7518,104.2861,2020-01-27,14,0,0,14,Western Pacific,0.0,0.0,5
China,23.3417,113.4244,2020-01-27,151,0,4,147,Western Pacific,0.0,2.6490066225165565,5
China,23.8298,108.7881,2020-01-27,46,0,0,46,Western Pacific,0.0,0.0,5
China,26.8154,106.8748,2020-01-27,7,0,0,7,Western Pacific,0.0,0.0,5
China,19.1959,109.7453,2020-01-27,33,1,0,32,Western Pacific,3.0303030303030303,0.0,5
China,39.549,116.1306,2020-01-27,18,1,0,17,Western Pacific,5.555555555555555,0.0,5
China,47.862,127.7615,2020-01-27,21,1,0,20,Western Pacific,4.761904761904762,0.0,5
China,37.8957,114.9042,2020-01-27,128,1,0,127,Western Pacific,0.78125,0.0,5
China,22.3,114.2,2020-01-27,8,0,0,8,Western Pacific,0.0,0.0,5
China,30.9756,112.2707,2020-01-27,1423,76,45,1302,Western Pacific,5.3408292340126495,3.1623330990864367,5
China,27.6104,111.7088,2020-01-27,100,0,0,100,Western Pacific,0.0,0.0,5
China,44.0935,113.9448,2020-01-27,11,0,0,11,Western Pacific,0.0,0.0,5
China,32.9711,119.455,2020-01-27,47,0,1,46,Western Pacific,0.0,2.127659574468085,5
China,27.614,115.7221,2020-01-27,72,0,2,70,Western Pacific,0.0,2.7777777777777777,5
China,43.6661,126.1923,2020-01-27,6,0,0,6,Western Pacific,0.0,0.0,5
China,41.2956,122.6085,2020-01-27,27,0,0,27,Western Pacific,0.0,0.0,5
China,22.1667,113.55,2020-01-27,6,0,0,6,Western Pacific,0.0,0.0,5
China,37.2692,106.1655,2020-01-27,7,0,0,7,Western Pacific,0.0,0.0,5
China,35.7452,95.9956,2020-01-27,6,0,0,6,Western Pacific,0.0,0.0,5
China,35.1917,108.8701,2020-01-27,35,0,0,35,Western Pacific,0.0,0.0,5
China,36.3427,118.1498,2020-01-27,75,0,0,75,Western Pacific,0.0,0.0,5
China,31.202,121.4491,2020-01-27,53,1,3,49,Western Pacific,1.8867924528301887,5.660377358490567,5
China,37.5777,112.2922,2020-01-27,13,0,0,13,Western Pacific,0.0,0.0,5
China,30.6171,102.7103,2020-01-27,69,0,0,69,Western Pacific,0.0,0.0,5
China,39.3054,117.323,2020-01-27,23,0,0,23,Western Pacific,0.0,0.0,5
China,41.1129,85.2401,2020-01-27,5,0,0,5,Western Pacific,0.0,0.0,5
China,24.974,101.487,2020-01-27,26,0,0,26,Western Pacific,0.0,0.0,5
China,29.1832,120.0934,2020-01-27,128,0,1,127,Western Pacific,0.0,0.78125,5
France,46.2276,2.2137,2020-01-27,3,0,0,3,Europe,0.0,0.0,5
Germany,51.165691,10.451526,2020-01-27,1,0,0,1,Europe,0.0,0.0,5
Japan,36.204824,138.252924,2020-01-27,4,0,1,3,Western Pacific,0.0,25.0,5
South Korea,35.90775700000001,127.766922,2020-01-27,4,0,0,4,Western Pacific,0.0,0.0,5
Malaysia,4.210483999999999,101.975766,2020-01-27,4,0,0,4,Western Pacific,0.0,0.0,5
Nepal,28.1667,84.25,2020-01-27,1,0,0,1,South-East Asia,0.0,0.0,5
Singapore,1.2833,103.8333,2020-01-27,5,0,0,5,Western Pacific,0.0,0.0,5
Sri Lanka,7.873054,80.77179699999998,2020-01-27,1,0,0,1,South-East Asia,0.0,0.0,5
Taiwan*,23.7,121.0,2020-01-27,5,0,0,5,Western Pacific,0.0,0.0,5
Thailand,15.870032,100.992541,2020-01-27,8,0,2,6,South-East Asia,0.0,25.0,5
US,40.0,-100.0,2020-01-27,5,0,0,5,Americas,0.0,0.0,5
Vietnam,14.058324,108.277199,2020-01-27,2,0,0,2,Western Pacific,0.0,0.0,5
Australia,-33.8688,151.2093,2020-01-28,4,0,0,4,Western Pacific,0.0,0.0,6
Australia,-37.8136,144.9631,2020-01-28,1,0,0,1,Western Pacific,0.0,0.0,6
Cambodia,11.55,104.9167,2020-01-28,1,0,0,1,Western Pacific,0.0,0.0,6
Canada,53.7267,-127.6476,2020-01-28,1,0,0,1,Americas,0.0,0.0,6
Canada,51.2538,-85.3232,2020-01-28,1,0,0,1,Americas,0.0,0.0,6
China,31.8257,117.2264,2020-01-28,106,0,0,106,Western Pacific,0.0,0.0,6
China,40.1824,116.4142,2020-01-28,91,1,4,86,Western Pacific,1.098901098901099,4.395604395604396,6
China,30.0572,107.874,2020-01-28,132,0,0,132,Western Pacific,0.0,0.0,6
China,26.0789,117.9874,2020-01-28,80,0,0,80,Western Pacific,0.0,0.0,6
China,35.7518,104.2861,2020-01-28,19,0,0,19,Western Pacific,0.0,0.0,6
China,23.3417,113.4244,2020-01-28,207,0,4,203,Western Pacific,0.0,1.932367149758454,6
China,23.8298,108.7881,2020-01-28,51,0,2,49,Western Pacific,0.0,3.9215686274509802,6
China,26.8154,106.8748,2020-01-28,9,0,0,9,Western Pacific,0.0,0.0,6
China,19.1959,109.7453,2020-01-28,40,1,0,39,Western Pacific,2.5,0.0,6
China,39.549,116.1306,2020-01-28,33,1,0,32,Western Pacific,3.0303030303030303,0.0,6
China,47.862,127.7615,2020-01-28,33,1,0,32,Western Pacific,3.0303030303030303,0.0,6
China,37.8957,114.9042,2020-01-28,168,1,0,167,Western Pacific,0.5952380952380952,0.0,6
China,22.3,114.2,2020-01-28,8,0,0,8,Western Pacific,0.0,0.0,6
China,30.9756,112.2707,2020-01-28,3554,125,80,3349,Western Pacific,3.517163759144626,2.2509848058525606,6
China,27.6104,111.7088,2020-01-28,143,0,0,143,Western Pacific,0.0,0.0,6
China,44.0935,113.9448,2020-01-28,15,0,0,15,Western Pacific,0.0,0.0,6
China,32.9711,119.455,2020-01-28,70,0,1,69,Western Pacific,0.0,1.4285714285714286,6
China,27.614,115.7221,2020-01-28,109,0,3,106,Western Pacific,0.0,2.7522935779816518,6
China,43.6661,126.1923,2020-01-28,8,0,0,8,Western Pacific,0.0,0.0,6
China,41.2956,122.6085,2020-01-28,34,0,0,34,Western Pacific,0.0,0.0,6
China,22.1667,113.55,2020-01-28,7,0,0,7,Western Pacific,0.0,0.0,6
China,37.2692,106.1655,2020-01-28,11,0,0,11,Western Pacific,0.0,0.0,6
China,35.7452,95.9956,2020-01-28,6,0,0,6,Western Pacific,0.0,0.0,6
China,35.1917,108.8701,2020-01-28,46,0,0,46,Western Pacific,0.0,0.0,6
China,36.3427,118.1498,2020-01-28,95,0,0,95,Western Pacific,0.0,0.0,6
China,31.202,121.4491,2020-01-28,66,1,4,61,Western Pacific,1.5151515151515151,6.0606060606060606,6
China,37.5777,112.2922,2020-01-28,27,0,0,27,Western Pacific,0.0,0.0,6
China,30.6171,102.7103,2020-01-28,90,0,0,90,Western Pacific,0.0,0.0,6
China,39.3054,117.323,2020-01-28,24,0,0,24,Western Pacific,0.0,0.0,6
China,41.1129,85.2401,2020-01-28,10,0,0,10,Western Pacific,0.0,0.0,6
China,24.974,101.487,2020-01-28,44,0,0,44,Western Pacific,0.0,0.0,6
China,29.1832,120.0934,2020-01-28,173,0,3,170,Western Pacific,0.0,1.7341040462427744,6
France,46.2276,2.2137,2020-01-28,4,0,0,4,Europe,0.0,0.0,6
Germany,51.165691,10.451526,2020-01-28,4,0,0,4,Europe,0.0,0.0,6
Japan,36.204824,138.252924,2020-01-28,7,0,1,6,Western Pacific,0.0,14.285714285714285,6
South Korea,35.90775700000001,127.766922,2020-01-28,4,0,0,4,Western Pacific,0.0,0.0,6
Malaysia,4.210483999999999,101.975766,2020-01-28,4,0,0,4,Western Pacific,0.0,0.0,6
Nepal,28.1667,84.25,2020-01-28,1,0,0,1,South-East Asia,0.0,0.0,6
Singapore,1.2833,103.8333,2020-01-28,7,0,0,7,Western Pacific,0.0,0.0,6
Sri Lanka,7.873054,80.77179699999998,2020-01-28,1,0,0,1,South-East Asia,0.0,0.0,6
Taiwan*,23.7,121.0,2020-01-28,8,0,0,8,Western Pacific,0.0,0.0,6
Thailand,15.870032,100.992541,2020-01-28,14,0,5,9,South-East Asia,0.0,35.714285714285715,6
US,40.0,-100.0,2020-01-28,5,0,0,5,Americas,0.0,0.0,6
Vietnam,14.058324,108.277199,2020-01-28,2,0,0,2,Western Pacific,0.0,0.0,6
Australia,-33.8688,151.2093,2020-01-29,4,0,0,4,Western Pacific,0.0,0.0,7
Australia,-27.4698,153.0251,2020-01-29,1,0,0,1,Western Pacific,0.0,0.0,7
Australia,-37.8136,144.9631,2020-01-29,1,0,0,1,Western Pacific,0.0,0.0,7
Cambodia,11.55,104.9167,2020-01-29,1,0,0,1,Western Pacific,0.0,0.0,7
Canada,53.7267,-127.6476,2020-01-29,1,0,0,1,Americas,0.0,0.0,7
Canada,51.2538,-85.3232,2020-01-29,1,0,0,1,Americas,0.0,0.0,7
China,31.8257,117.2264,2020-01-29,152,0,2,150,Western Pacific,0.0,1.3157894736842104,7
China,40.1824,116.4142,2020-01-29,111,1,4,106,Western Pacific,0.9009009009009009,3.6036036036036037,7
China,30.0572,107.874,2020-01-29,147,0,1,146,Western Pacific,0.0,0.6802721088435374,7
China,26.0789,117.9874,2020-01-29,84,0,0,84,Western Pacific,0.0,0.0,7
China,35.7518,104.2861,2020-01-29,24,0,0,24,Western Pacific,0.0,0.0,7
China,23.3417,113.4244,2020-01-29,277,0,5,272,Western Pacific,0.0,1.8050541516245486,7
China,23.8298,108.7881,2020-01-29,58,0,2,56,Western Pacific,0.0,3.4482758620689653,7
China,26.8154,106.8748,2020-01-29,9,0,1,8,Western Pacific,0.0,11.11111111111111,7
China,19.1959,109.7453,2020-01-29,43,1,0,42,Western Pacific,2.3255813953488373,0.0,7
China,39.549,116.1306,2020-01-29,48,1,0,47,Western Pacific,2.083333333333333,0.0,7
China,47.862,127.7615,2020-01-29,38,1,0,37,Western Pacific,2.631578947368421,0.0,7
